,tweet,tweet_id,author_id,lang,created_at
0,"rt @david_yarrow: on #worldwildlifeday, i wanted to share with you this image of waiwai, one of the worlds most impressive black rhinos.
⁣…",1234921694113996801,86121811,en,2020-03-03 19:20:50+00:00
1,rt @savetherhino: four ways rhinos help the world this #worldwildlifeday! https://t.co/fuc93pqpef,1234921172321656834,1183898923871690752,en,2020-03-03 19:18:45+00:00
2,"the most sought after big game ""trophies"" in africa are the lion, the white rhino, the elephant, the leopard, and the buffalo. the most expensive to hunt is the white rhino with a price of $125,000 or greater. #ees028

link to article: https://t.co/ghz1jhlv0a",1234920390469791744,1219404643853271040,en,2020-03-03 19:15:39+00:00
3,"rt @xposetrophyhunt: south africa: a reasonable sentence for killing a rhino, and taking its horn. let’s hope the serve every day of their…",1234919431165431810,1157565738850422786,en,2020-03-03 19:11:50+00:00
4,"rt @usambnepal: 6th year of 0 rhinos poached; tiger population nearly doubled; 333,000 ha of forests mgmt improved; conservation of himalay…",1234919357999874048,813045653349666817,en,2020-03-03 19:11:33+00:00
5,"ice floe, fog, open notebook, wild barley, keyboard, tracking and data relay satellite, roach, rhino, cinder block",1234919283349708802,1009151959000080385,en,2020-03-03 19:11:15+00:00
6,poaching is threatening wildlife conservation in africa. elephant (loxodonta africana) and rhino (ceratotherium simum and diceros bicornis) populations have been… https://t.co/irw0jbbpoh,1234919014503198720,1233030155247005703,en,2020-03-03 19:10:11+00:00
7,rt @wwfindia: @moefcc @wwf @imro45 @ndtv @republic @httweets @wwf_dg @indiraakoijam @world_wildlife @animalplanetin captured #rhino being m…,1234917252874399744,752769887295139840,en,2020-03-03 19:03:11+00:00
8,"rt @awf_official: of all of #africa’s endangered species, the black #rhino is unique because almost 100% of its decline can be attributed n…",1234916126682804224,2386177710,en,2020-03-03 18:58:42+00:00
9,rt @guwahatiplus: kevin pietersen landed in #assam to make a short film on the world famous one-horned rhinos of kaziranga national park.…,1234915901792817152,342177850,en,2020-03-03 18:57:49+00:00
10,"rt @senseofafricaea: world wildlife day! celebrating gorillas' increase to 1000+ in e. africa, new baby rhino in nairobi park, uganda's gre…",1234915876828319749,1188111839621722113,en,2020-03-03 18:57:43+00:00
11,"rt @prakashjavdekar: india is proud to have 2967 tigers, 30,000 elephants, 3000 single horn rhinos, 500+ lions. this wildlife wealth is a t…",1234914476597694466,813690996,en,2020-03-03 18:52:09+00:00
12,poachers are slaughtering #botswana's #rhinos at unsustainable rates – and nearly 50 have been killed in just 10 months. there's no time to lose. become a sustainer before midnight to make sure it's #worldwildlifeeveryday. join @awf_official: https://t.co/rcz13kbdrk https://t.co/4ldevcc9fp,1234914325367861253,55639191,en,2020-03-03 18:51:33+00:00
13,"rt @byrakeshsimha: indian park rangers shoot poachers on sight, reduce rhino poaching to almost zero. if it works on poachers, it'll work o…",1234914244849623040,1207382334594375685,en,2020-03-03 18:51:14+00:00
14,rt @imro45: it's been a great start to 2020 with 2 new rhino calves being born in manas national park within a month! let's come together t…,1234910153314426881,912284897791717377,en,2020-03-03 18:34:58+00:00
15,"in tcm, the use of animal products is a sensitive subject. however, we are proud to say that we are against the use of animal products. we have suggested some non-cruelty alternatives for bear bile, rhino horn and tortoise shell. find out more: https://t.co/ipy60yrona https://t.co/f3kixfoioy",1234908907455352833,734629339,en,2020-03-03 18:30:01+00:00
16,"take a look at how we got involved and learned about the tremendous hard work in which @careforwild carry out in caring for rhinos.

read the blog now ⬇️ 
https://t.co/z8ifafzovj https://t.co/seqv4bxqb4",1234908660456972294,378495920,en,2020-03-03 18:29:02+00:00
17,rt @nczoo: our staff just conducted the 2nd of 3 @smartcnsvtools trainings in northeast namibia with rangers in mangetti national park – a…,1234908270869065728,41377984,en,2020-03-03 18:27:29+00:00
18,"rt @nczoo: we support @smartcnsvtools deployment to conserve wildlife throughout africa, including the world's largest black rhino populati…",1234908023023378434,41377984,en,2020-03-03 18:26:30+00:00
19,rt @russellrhino_: happy #worldwildlifeday guys 😍🦏 here at @russellrhino_ we are doing what we can for rhinos! if you can help animals in a…,1234905233496604674,1059502628,en,2020-03-03 18:15:25+00:00
20,rt @wonderstruck: sir david attenborough with the last two northern white rhinos left in the world. #sevenworldsoneplanet https://t.co/vsmc…,1234904399161561089,626717171,en,2020-03-03 18:12:06+00:00
21,"@dougducey @collegeboard is that before or after you capture all the little ones for sex trafficking ? we’re onto you ducey.... you’re skeletons will come out ...... 
you’re a rhino just like mcstain. the sex trafficking you’re doing with @cindymccain will end.. i promise you that",1234904201332842496,3186662730,en,2020-03-03 18:11:19+00:00
22,rt @_highnrich_: i shot some cool photos of @gillupsher at @photofairafrica i chose one to do a bit of a fantasy edit... here’s a before an…,1234903104618889216,1050449332502241287,en,2020-03-03 18:06:58+00:00
23,"american bison: from 23 to &gt;30,000 

bald eagles: from 400 breeding pairs s. of canada to 14,000 pairs since 1960

reintroduced: scimitar-horned oryx, przewalski’s horse, milu deer

recovered: mauritius kestrel, black rhino, gray whale, atlantic humpback whale, american alligator",1234903082145853440,1110153836,en,2020-03-03 18:06:52+00:00
24,sir david attenborough with the last two northern white rhinos left in the world. #sevenworldsoneplanet https://t.co/vsmcv8sisx,1234902358481494016,2294894324,en,2020-03-03 18:04:00+00:00
25,"the northern white rhino went extinct, but for two minutes at a time, the animal makes a digital comeback #art https://t.co/qcqtdklhnb",1234901949025280002,2175878444,en,2020-03-03 18:02:22+00:00
26,"#worldwildlifeday is the perfect time to remind you about the important work our friends do at mankwe nature reserve!  dr. lynne mactavish and her family are incredibly passionate about preserving rhinos and spend their lives patrolling for poachers.

https://t.co/uxf4yerhil",1234901860840017921,395176919,en,2020-03-03 18:02:01+00:00
27,rt @tamaramccleary: conservationists are battling to protect dwindling # of rhinos 🌍. #ibmiot is helping in @welgevondengr https://t.co/cct…,1234900811597197312,831413610786254849,en,2020-03-03 17:57:51+00:00
28,"rt @ukgovscotland: happy #worldwildlifeday! 🥳the uk is taking action to save species like the black rhino, african elephant, snow leopard a…",1234899778116431873,1371900259,en,2020-03-03 17:53:45+00:00
29,"it’s #worldwildlifeday and we applaud our parent co, merck kgaa, darmstadt, germany in their progress toward saving the #northernwhiterhino from extinction.  https://t.co/nl1khh1kpu
#ivf #art #wwd2020 #wildliferescue https://t.co/oef5nzbsrs",1234899262682648586,574524931,en,2020-03-03 17:51:42+00:00
