,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,natgeo people try save specie taught photographer ami vitale indelible lesson worldday,1309957653691592707,831903566088507393,en,2020-09-26 20:46:57+00:00,rt @natgeo: the rhino and the people who tried to save his species taught photographer ami vitale indelible lessons #worldrhinoday https://…
1,1,helping overview conservation effos south southern africa lockdown conservation,1309955801671438339,1468275918,en,2020-09-26 20:39:35+00:00,rt @helpingrhinos: rhino: an overview of rhino conservation efforts across south and southern africa during lockdown. #rhino #conservation…
2,2,helping hluhluweimfolozi park south africa acquire impressive new piece security infrastructure ,1309955144499503106,843841927107792897,en,2020-09-26 20:36:58+00:00,rt @helpingrhinos: rhino: hluhluwe-imfolozi park in south africa has acquired an impressive new piece of security infrastructure #rhino #po…
3,3,tookool nczoo female pretty much day elephant far back enclosure habitat giraffe habitat well still pretty good day,1309954467979300865,2295128450,en,2020-09-26 20:34:17+00:00,"@tookool82 @nczoo the female was up for a while. that was pretty much it for the day though. the elephants were far back in their enclosure, the rhinos were not in the habitat, the giraffes were off the habitat as well. still a pretty good day."
4,4,hsiglobal worldday chinese animal protection group urge china president ban hunt trophy impos learn,1309953888955621379,2532581604,en,2020-09-26 20:31:59+00:00,"rt @hsiglobal: this #worldrhinoday, chinese animal protection groups urge china’s president to ban rhino hunting trophy imports! 🚫🦏

learn…"
5,5, business look expand social network presence use bad lead marketing strategy company philadelphiafind philadelphiasmm marketingphilly,1309953396007415809,235366725,en,2020-09-26 20:30:02+00:00,"is your business looking to expand its social network presence? use bad rhino, a leading marketing 
strategy company in philadelphia.

find out more here: https://t.co/fo4cal2vo2

#philadelphiasmm #marketingphilly"
6,6,please sign retweet barcelona city hall secure well life elephant barcelona zoo sign petition ukchange,1309952556588765185,413412344,en,2020-09-26 20:26:41+00:00,please sign and retweet. barcelona city hall: secure a better life for the elephants and rhino at barcelona zoo!! - sign the petition! https://t.co/d281m3pxf5 via @ukchange
7,7,fairplanet poach immense temptation young men nothingthis video show pete clemence conservationist ranger,1309951954165080072,1055779819,en,2020-09-26 20:24:18+00:00,"rt @fairplanet: ""poaching is an immense temptation for young men who have nothing.""
this video shows pete clemence (conservationist, ranger…"
8,8,fairinstitute announce fair conference faircon agenda speaker etrade netflix energy dept gray aut,1309951478535258113,268840105,en,2020-09-26 20:22:24+00:00,"rt @fairinstitute: announcing the 2020 fair conference (#faircon2020) agenda: speakers from e*trade, netflix, energy dept, ‘gray rhino’ aut…"
9,9, overview conservation effos south southern africa lockdown conservation southafrica botswana lockdown,1309951242597265408,519683539,en,2020-09-26 20:21:28+00:00,"rhino: an overview of rhino conservation efforts across south and southern africa during lockdown. #rhino #conservation #southafrica #botswana #lockdown 
https://t.co/3ibytoua0o"
