,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,apsphysics small quantity radioisotope horn prevent poach africa find african physic ,1585001408159703040,1233163809230950402,en,2022-10-25 20:12:38+00:00,rt @apsphysics: can small quantities of a radioisotope in a rhino’s horn prevent poaching in africa? find out more in the african physics n…
1,1,freemonotheist nodesign perfect shot redbilled oxpecker rest horn credit zaliphoto igzaliphoto,1585000643546136576,1430416434686054401,en,2022-10-25 20:09:35+00:00,rt @freemonotheist: #nodesign🙄 perfect shot of a red-billed oxpecker resting on the horn of this rhino 📸credit: zali_photo [ig]/zali_photo…
2,2,white large specie weigh tonne impressive herbivorenaturebasedtourism southafricatravel conservation,1584998563741925411,214934802,en,2022-10-25 20:01:20+00:00,"white rhinos are the largest of the #rhino species, weighing up to two tonnes - impressive for a herbivore!
#naturebasedtourism #southafricatravel #rhinos #rhinoconservation https://t.co/2orokxwy7m"
3,3,student field trip zoo woh texas enjoy watch cero run rain slide mud,1584998098258067497,9907172,en,2022-10-25 19:59:29+00:00,"students on a field trip to a zoo in fort worth, texas, enjoyed watching a rhinoceros run around in the rain and slide in the mud. https://t.co/qupxfqrgne https://t.co/4rfekrqn8w"
4,4, blueprint social medium write enrich china lake red blue tomb red side mature hunter killer rack upgrade type vehicle stc mature mature slot stc stc upgradesstormbolter view date,1584995587585609729,405720411,en,2022-10-25 19:49:30+00:00,my blueprint and social media writing is +3enriched with my china lake red blue tombs red side mature 'aa hunter killer( rack) upgrade' as part of our rhino type vehicle stc maturing it to matured and slotting it in the stc with other stc upgrades(stormbolter view) to up to date. https://t.co/bkk9dimdu7
5,5,torin marginally well annual festival cooking dog alive guess think horn improve masculinity,1584995446375976961,4726082565,en,2022-10-25 19:48:56+00:00,@torin8 it's marginally better than their annual festival of cooking dogs alive i guess! (or thinking rhino horn will improve their masculinity!)
6,6,suespurgin southafrica kzn sadly traumatise orphan collateral damage bloody poach war everyrh,1584994922167300096,1491855911413063680,en,2022-10-25 19:46:51+00:00,rt @suespurgin: #southafrica #kzn sadly traumatised #rhino orphans are the collateral damage of the bloody #rhino #poaching war💔🦏  #everyrh…
7,7,ecowarriorss theyre fkin dumb horn evidence front prof cant argue stupid,1584994263234146304,1545017148174737410,en,2022-10-25 19:44:14+00:00,@ecowarriorss they're so fkin dumb.. these and rhino horn. despite all the evidence in front of them...! proves that you can't argue with stupid!
8,8,bbctheoneshow simply adorable baby story chesterzoo heawarming film youre likely see ,1584992625102585856,946367064,en,2022-10-25 19:37:44+00:00,"rt @bbctheoneshow: simply adorable! 🥰 

this baby rhino story from @chesterzoo is the most heart-warming film you're likely to see for a lo…"
9,9,elephanaticsbc take action please urge government canada fulfill mandate end elephant ivory horn ,1584991781275701250,938192313255452672,en,2022-10-25 19:34:23+00:00,rt @elephanaticsbc: ‼️take action‼️ please urge the government of #canada to fulfill its mandate to end the elephant ivory and rhino horn t…
